NESTBOX	AREA	SEASON	COMB	GREEN_PLANT_PARTS	FRUIT_PEEL_OR_PEEL	BRAMBLES	OTHER_SEEDS	STAMEN_	HEMIPTERA__	DIPTERA	DERMAPTERA	HYMENOPTERA	COLEOPTERA	GASTROPODA	DIPLOPODA	ORTHOPTERA	ISOPODA	ARANEAE	OPILIONES	AVES	MAMMALIA	HAIRS	UNDETERMINED	PSEUDOSCORPIONES
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
118	Dune	4	Nestbox118_Dune_Seasons4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
119	Dune	4	Nestbox119_Dune_Seasons4	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	5	Nestbox107_Dune_Seasons5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
110	Dune	5	Nestbox110_Dune_Seasons5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
107	Dune	6	Nestbox107_Dune_Seasons6	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
107	Dune	6	Nestbox107_Dune_Seasons6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
107	Dune	6	Nestbox107_Dune_Seasons6	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
107	Dune	6	Nestbox107_Dune_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
